Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State,Program Family,Program Category,Program
42,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
6,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
13,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
6,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",19,19.0709,19.07,Tennessee,Family and Consumer Sciences/Human Sciences,"Human Development, Family Studies, and Related Services",Child Care Provider/Assistant
17,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0603,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Autobody/Collision and Repair Technology/Technician
9,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0603,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Autobody/Collision and Repair Technology/Technician
11,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
1,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",15,15.0613,15.06,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Industrial Production Technologies/Technicians,Manufacturing Engineering Technology/Technician
13,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",19,19.0709,19.07,Tennessee,Family and Consumer Sciences/Human Sciences,"Human Development, Family Studies, and Related Services",Child Care Provider/Assistant
3,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
40,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
38,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
11,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
3,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
23,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",51,51.0601,51.06,Tennessee,Health Professions and Related Programs,Dental Support Services and Allied Professions,Dental Assisting/Assistant
26,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
9,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",51,51.0603,51.06,Tennessee,Health Professions and Related Programs,Dental Support Services and Allied Professions,Dental Laboratory Technology/Technician
21,Diploma,2021-22,Nashville,Nashville Technology Center- Extension Campus,"Davidson County, TN",47,47.0607,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Airframe Mechanics and Aircraft Maintenance Technology/Technician
28,Diploma,2019-20,Nashville,Nashville Technology Center- Extension Campus,"Davidson County, TN",47,47.0607,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Airframe Mechanics and Aircraft Maintenance Technology/Technician
2,Certificate,2021-22,Nashville,Portland High School,"Sumner County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Diploma,2021-22,Nashville,Portland High School,"Sumner County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
1,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
11,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
7,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
1,Certificate,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",15,15.0613,15.06,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Industrial Production Technologies/Technicians,Manufacturing Engineering Technology/Technician
4,Certificate,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Certificate,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
9,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
3,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
22,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
1,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
7,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",15,15.0613,15.06,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Industrial Production Technologies/Technicians,Manufacturing Engineering Technology/Technician
2,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",15,15.0613,15.06,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Industrial Production Technologies/Technicians,Manufacturing Engineering Technology/Technician
8,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
19,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
7,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
4,Certificate,2019-20,Nashville,TTCN Extension Campus at Springfield,"Robertson County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
16,Diploma,2019-20,Nashville,TTCN Extension Campus at Springfield,"Robertson County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
8,Certificate,2019-20,Newbern,Dyersburg High School,"Dyer County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
6,Diploma,2019-20,Newbern,Dyersburg High School,"Dyer County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
4,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
6,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0605,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Diesel Mechanics Technology/Technician
5,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
31,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",49,49.0205,49.02,Tennessee,Transportation and Materials Moving,Ground Transportation,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
6,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
9,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
2,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
5,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
9,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
4,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
4,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
5,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
5,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
19,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
16,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
10,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
12,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0605,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Diesel Mechanics Technology/Technician
7,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
5,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
9,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
5,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0101,47.01,Tennessee,Mechanic and Repair Technologies/Technicians,Electrical/Electronics Maintenance and Repair Technologies/Technicians,"Electrical/Electronics Equipment Installation and Repair Technology/Technician, General"
8,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
